column_1,column_2,column_3,column_4,column_5,column_6
27.596142890940904,218,28,-20.7467865046195,15.84094465570065,48
33.83890697529712,231,25,-6.419990597104409,19.347807356746365,42
29.024062026981035,226,38,4.472387945041431,15.770979111722415,44
28.46285102754608,227,31,-9.6471052151404,15.352259957395363,41
34.734580340096905,232,24,19.402531225092265,15.060841752560197,50
33.09134934080566,217,36,-2.191571815277255,18.184091503177736,45
32.90571489289494,227,24,28.308176172217262,15.080372241449938,42
39.038714835077755,222,34,28.90256586935562,15.641869891462552,41
35.06370833757826,242,26,-12.755221674802726,23.330238696195075,45
35.17851247601718,212,28,46.70749755428467,15.895938037272344,42
34.0058303504078,229,31,2.485528883476893,19.578574652601173,48
24.25228971447106,217,26,31.904016190661736,18.12686054007409,42
31.61291743221607,220,31,-15.161917800491448,22.247866282210033,43
31.37626119507007,239,27,29.37711754760333,18.267581407719817,43
34.8074474532509,225,28,23.401807738396307,18.097720665767003,42
34.532187217282036,210,41,13.786818221938823,15.635811696513704,49
25.711635551898517,214,24,19.12453489688808,23.004056527882998,42
25.179443237854006,197,39,7.022882249309658,22.30192179031974,45
28.557963554767515,213,30,9.174276706960805,20.703189398246288,55
19.816116783106295,216,36,3.9000610942259586,22.970362442690323,44
33.81733745299166,231,30,-8.011770276663242,21.59394118026374,42
30.004243818728185,238,28,11.56034861007868,20.56895335673618,42
29.92968684368853,215,23,10.457939327040428,17.502027805218372,41
34.556758647312876,212,23,-24.47624647320898,15.214790969568504,43
28.384596353718365,216,28,-25.466908189043153,22.068576969724887,62
36.56824577294106,231,30,1.944200716377944,24.331457731500784,41
35.49424063020347,230,31,18.89830858073079,15.064946723403894,41
32.95042625862023,212,31,10.37002011042874,19.282252590355142,47
33.70971236819278,203,30,10.010116977217347,15.424545617765675,42
34.51160461894916,238,31,-14.482911120339722,20.85398590717833,41
25.011226908915233,219,26,-9.193019618586938,23.697628736602667,41
31.38263919537199,227,38,-0.5310079291273588,19.128582294604886,41
34.18969633517229,226,27,12.820181210367405,21.55307894945659,41
28.305163236069692,220,31,19.494802820163244,23.97330893067656,42
34.007771809427354,223,29,13.21659657416032,19.919747188533897,43
25.196436706764125,230,38,-2.487909514376817,24.754116646537263,41
29.932531391124186,212,30,8.977098015087964,20.74635972870162,42
30.325244760423413,227,22,25.389518702074273,22.56239846340024,42
37.28440936223473,228,25,-2.811588751996222,24.466957419438934,41
33.67933868945659,210,29,13.749844923313832,21.193560982917774,42
38.55316796765317,215,30,2.6778240707278798,20.20058453021459,47
28.690095132377177,239,29,11.64515555480786,15.74766864326143,45
27.568582159599504,211,35,9.852980148226933,20.489167321895568,42
35.232618161409874,230,29,9.327487040178633,19.591043704966655,41
27.104692872034843,221,25,9.84432659851081,16.452858155388526,41
33.85162266066295,219,27,40.6208986524499,17.801940910457077,47
43.687470595125525,213,36,16.600707881430644,23.40839894080434,43
33.15055385988497,213,28,16.007222319229086,19.672517398109175,48
35.32318397543329,215,29,8.157828547873715,19.216553152621355,43
26.257962275607454,226,28,5.9437336312532585,21.611776064406563,42
38.28170005860194,215,27,2.759121796405111,18.35285595385305,45
25.607509387406097,236,31,4.140541616114214,24.485930956763738,41
29.573607638219197,197,33,-14.801665521977977,18.074526194582212,42
26.841748782284572,222,25,13.26024257641749,23.637592525168643,42
34.19317666563586,219,30,14.114717546226874,24.123225149710624,41
35.38956294957778,222,31,26.50768503163187,24.208182085001745,46
27.300049769452635,229,34,11.07999530669453,16.181878311340018,41
45.84336539116804,215,36,4.777169292304904,17.290315608140695,42
21.597708035613728,214,29,-0.17206462753915908,20.860990320351,43
38.46249999123036,211,30,-30.974844507588173,18.740868155134812,43
28.469160859033302,216,25,26.24240208434489,19.616685111005346,46
28.83928121727512,222,31,15.1238048067965,18.005292645814237,45
33.45652034010221,244,33,12.187316408590561,18.471430374752856,41
45.76827766055821,214,29,15.089101824515394,17.199210970383405,42
33.121038335450905,228,39,1.431730727963597,22.417597594345484,42
42.97843392371597,229,35,11.796415799967958,21.64913951191149,41
28.779869590155194,233,28,23.521846302817398,23.957750655055573,44
22.786056575968985,217,28,10.238467523476862,23.6823219345222,41
33.651928123156594,226,30,16.072720370808597,15.225960704272236,42
26.62911032867749,210,39,-19.944683855245707,15.331651672438804,42
29.11613984730301,216,27,6.359974905381758,20.004391373043575,43
32.894448512261555,214,22,11.569059697664354,21.746121092294285,49
31.89867491976136,214,24,18.220472783975197,21.712331697635165,43
26.105100025659894,220,26,-2.9858278735367865,23.92453265833172,42
32.29459615929753,211,38,45.37543961379917,17.804623111223943,49
32.14726201650883,226,30,20.940001885784657,17.65506602127626,41
30.227270977503096,229,27,8.279254685554601,17.730929458548854,41
36.47184693852082,199,28,-4.203711712786726,23.271406009226617,43
28.606795426522737,217,38,-8.082449427573252,22.891743047995305,41
34.721480751579506,225,27,-23.982778473768967,24.36575564037875,42
31.40379242525378,216,25,39.39209320839985,20.535029844019007,45
36.518529886155704,226,28,28.74256715953798,20.796955642243937,41
31.12479981196859,206,39,23.943382003817696,23.323945997800685,50
23.877866558865428,223,26,2.4513984892151406,21.61162330079258,42
32.218138806091545,216,28,8.131393838050027,24.922583292152975,43
34.607948733522754,231,30,6.7198698068301095,21.70584470499779,60
30.517901659363243,224,28,7.385360428115884,23.103030572842542,43
40.85515593001234,229,29,12.068061336926144,23.86681626276105,41
29.66644446893041,248,36,-0.08225303468417522,19.149164078210966,42
27.204403453769295,217,40,15.89565952431912,22.03422945121611,50
31.03014713433388,216,29,2.850612263880028,22.961942090600555,42
23.19572009718842,229,30,4.551245066279055,16.460353202677194,42
29.960932540827002,225,29,28.55639123880596,21.17811957072604,41
28.982514105129994,220,27,0.19498113487316182,19.45758711626681,42
27.598959965032783,205,23,32.03550715995991,15.876857076242393,44
31.421879291381522,217,26,-28.708101315618705,21.271954788997157,42
29.267130572055333,231,31,-19.14077675339117,21.01935112712031,41
31.479800694135754,202,39,10.596328712234905,18.141152027478405,43
21.35973300089795,203,25,-14.141218416274878,18.838377920536587,41
35.43222139740301,229,25,14.181880652676846,24.198042497643293,41
23.330863035622187,221,32,21.2647800494007,20.92236326988561,47
26.914480220210006,228,30,15.241991548826956,22.950542552641913,46
23.047305344442805,209,27,20.662210083532514,18.90880941850148,41
31.84149997487755,232,30,-7.656135918683031,20.984759875747216,45
30.656577357674063,216,34,-10.631114164560273,16.426313498262516,41
33.841425777687974,207,30,-8.344079408600791,22.77208019312075,46
33.51061032432196,226,25,3.6115874839516415,17.09285629922722,44
30.009779824989987,229,32,64.53955782019982,17.135590909094706,41
26.28051130999416,220,34,7.863990995613646,19.550193909479425,42
30.71597703876772,210,41,-3.755136368775677,19.41694960379904,47
28.931913731922865,242,33,11.965238487684406,19.665427284857973,44
33.6957523066275,210,37,23.81482144943057,15.270858151337997,41
29.025643918587733,223,35,10.33357829485884,15.142711845957074,41
34.914950286404554,227,35,4.436672579706271,18.218428185814098,41
34.9760956191161,223,42,19.540607831700747,15.329902391954816,44
34.84128974286266,233,25,8.949565273226414,23.94294580358155,44
32.3464845347269,207,35,21.80312398766483,17.9242568745398,44
27.89441638131741,222,37,19.095474063615484,19.92833410145945,42
26.867051203421653,207,32,10.194735761538803,24.73440382006323,42
25.817925058237584,211,32,-31.005075815614248,22.731899939124197,46
23.712931922031686,209,29,30.793331830081975,21.028449585576148,43
24.67661259900517,213,33,5.465006499045359,16.602348042760077,41
38.645242016459896,221,30,15.153889486412421,22.422710093650107,41
20.206099385116964,219,25,-38.49506759448463,18.477396722909162,41
24.209214136548376,217,26,9.077086890539526,22.734030668317057,46
33.409063214755875,223,28,10.902211198198591,20.117314768232937,41
28.880777546257086,216,31,12.711540205129342,17.992911576037223,45
35.80510758824402,232,29,12.564954175407843,18.90481753957009,41
29.67219892470576,222,29,14.043614758793947,18.981613717387596,42
26.531381930322837,219,34,11.438398054918547,23.67093969315831,41
23.513863239315683,241,37,12.516832702631396,21.160169584325132,42
29.90700138856139,227,29,11.859729731628075,23.37766825456248,42
26.83044253981729,198,33,11.292505923993195,17.809429726622582,47
25.965401048327188,219,24,-6.674360231551887,22.563548626116734,43
31.191433105617207,203,27,4.507274436106501,15.255665651055942,42
23.50366095468041,226,27,15.575164537252157,18.000871682732466,43
26.90706470326033,216,39,10.941389932095971,20.91402295764683,44
27.758884527993505,213,24,3.850362260138695,18.233997984250088,41
36.55121482613967,226,23,-0.2572206752883446,18.022100816832747,44
28.27326894635121,209,30,13.405650937228522,24.934166042362627,43
31.16956722626333,222,26,18.387501541546442,21.467320654390612,56
32.39401607234538,223,33,-47.63776812909044,19.71560252728525,43
24.502264078468418,215,31,0.9317533281365105,18.641153939143656,44
28.62467797770764,217,33,2.5729104978267534,17.517793024809652,44
25.73426948744621,235,32,-23.048613642940047,18.698979095669394,42
22.981113753942886,229,30,22.29840722916936,22.394067521663455,43
29.403321988238798,208,26,31.841520508171183,15.819541336207525,43
30.7584452902708,227,27,6.136187172161616,20.875516266731342,41
37.7665190182719,224,33,-0.5768489047568259,22.47899578784291,62
32.77392681693279,237,32,37.600828761749284,16.282594770259905,41
27.885854099061362,223,27,-3.5131716361952208,15.905214459484164,42
29.000040115258795,221,32,15.534736504316683,16.482344958467444,50
31.962131042150688,212,35,9.69810305974244,24.517393173458107,44
36.0813943604685,224,26,-15.141967121783377,23.6141484087662,48
32.641619425795305,223,30,14.725202158386375,15.30146817546337,47
30.25301040080803,215,28,6.583653923154764,16.719715194349746,41
40.249791169546725,237,34,0.8187668916595605,18.565013681636106,41
28.40057739020315,220,32,37.045643542125575,18.416250897554463,41
24.845854287732827,232,39,11.718875377126203,23.644249914779085,42
34.710582037382935,212,27,-3.8525774934696067,21.437458830614855,43
31.18205743306547,215,35,3.2073833566529455,22.038329742712445,47
30.451741391957103,216,28,13.475121259089146,22.474573314958413,48
32.94769721082582,210,31,10.561274532567323,16.01797524780663,43
28.57215996888361,220,20,8.718239531322055,16.99056475041169,46
26.11016866465743,218,30,6.673983652749309,21.15381077963071,42
28.92989821867764,219,29,21.735417031658002,22.156052906821653,42
24.042181748722534,226,28,11.850078601347004,17.174026823928983,43
29.811435085284298,220,33,9.738950689717315,23.042150965893498,46
30.672034975119875,211,30,18.07515166659671,22.818909097089968,42
19.565896921736076,209,25,11.076618009782749,22.177155324680747,43
30.35830906611017,216,31,27.65855543228991,22.953611265354944,45
33.20697140557776,223,30,24.918824101868054,16.879639182202187,44
28.233003937960376,218,28,55.01068494481723,23.804674383698213,48
34.12151637339764,220,31,42.730560258753826,24.796660391734097,42
27.805083407159763,222,19,-2.740378871034343,16.596753483635446,42
29.665867669135096,218,34,29.356678975574763,16.301350459217044,45
29.95479943052521,216,22,26.76705689432319,16.686991666930478,42
38.68066765158522,219,22,8.234745716960939,15.498198946233687,42
18.432202513177884,241,30,10.309779082142096,24.25529005305568,42
34.81831807492071,206,29,4.825448287437339,20.22879978312664,41
31.51181867183799,212,34,3.0620536362525588,24.47993360363524,46
33.039760072780446,224,37,-1.305776712344029,23.08860674752794,43
26.60904248700431,216,30,7.400468089252842,24.008759564187816,42
32.65811248235006,224,36,15.51275533173687,16.93543981157316,46
35.06779118763941,239,29,-0.23306104691507024,17.88859564580725,44
32.098146997099676,226,32,9.118347085334548,20.659566392366834,41
16.84598723779965,217,27,8.656977816750224,16.577084839687636,41
38.248881387347396,225,24,10.15279868671172,23.27253898296103,41
29.821115884190096,222,27,22.418921158026087,21.616610297938124,50
26.285107889035313,213,27,4.4297376456327955,16.464772431878664,44
31.24610744172149,237,33,7.615864365420432,18.668813239983447,42
23.62940912493241,221,28,3.024282133168291,18.17328079238105,51
38.88080731325688,211,31,-4.788547682730638,19.569094068412355,41
27.483026094040476,222,25,13.636554186394683,21.99225790876053,43
31.805879678864276,218,19,0.8551918324992229,22.026646291765022,41
23.964675145791247,221,40,16.308938117573057,22.959264017238016,43
32.70239081720548,227,23,5.070891681739368,23.705853957011616,49
29.124007845537253,205,40,24.75455874542277,22.59688366619058,45
43.47537561474518,202,26,11.00851483151328,16.182450674630296,43
26.512353308328283,237,28,1.851323698184368,22.58831784636552,43
28.846261682920243,230,30,16.781027868393657,22.41984047852611,44
18.245521329528373,223,32,21.874376784020775,19.949147652055593,42
23.03737656095279,213,33,-1.1497211911856642,22.18098582895611,43
35.33070075079872,211,36,33.26569682569223,18.71676396896861,41
21.1669420578461,206,25,6.470669192245504,20.049944886001768,44
33.191736626167256,226,22,36.145409775275354,19.84906519672744,42
18.872277027489083,235,34,11.512715629659425,15.107134305789625,41
32.80951924448349,224,24,5.902303474325874,21.58761997616786,46
24.786530297657734,197,31,3.7457376438167636,20.001904057377736,42
28.02645152342499,234,24,13.493829313138509,23.14265074300299,48
30.29602303539186,221,29,-10.116133102869647,24.08931406543463,41
33.55288361546524,232,28,4.708715183791771,17.343336072748745,41
27.600320452510672,214,31,9.7738813633409,15.644187231306487,41
27.616576034327416,215,28,3.874937346833578,24.61676734866701,41
27.40049715347176,216,32,29.512359264546202,22.534653839325724,47
29.54216032126857,222,24,9.073065799511328,15.89028632922309,44
35.24316626051104,225,30,15.044827142635093,16.98749488167663,50
22.995148944011277,231,33,8.82356480587682,22.397355796410338,44
19.93518659624282,218,25,21.12286957909698,19.423548430484846,41
37.45032192722151,226,28,4.851671106515742,23.798205603233658,51
28.36816574669694,214,29,-4.023940540413786,22.748916652585624,41
27.482875073921953,229,36,21.58075274042164,18.22903166147083,49
26.5632602878131,213,31,9.302262237765373,18.968808269558654,45
