x1,x2,y
13.637973455118793,12.069976512204278,-9.893142504502364
-6.443506625345178,23.970769307537886,137.003861860206
9.361273714235224,14.760978909877476,20.571414776930496
1.6197085141218839,24.043092253506817,93.40738406070702
-1.050608476918275,21.83786277123464,95.0415112783586
9.3952166466859,21.831346734152866,41.76542145950771
0.6881952457076173,10.526956994920425,42.81641366030825
-2.805981828154435,25.806483992124384,120.68271330583482
9.942228347905827,24.72411043981201,52.67335191382406
7.774614158451972,19.247489821269458,43.68279587491366
-2.5582658399370226,12.240577743596216,65.1019049161925
7.134399214119647,18.20336888221567,39.690570834181784
4.84976103545246,15.384344462139584,43.22297904317621
9.781195928567854,25.665628917916393,61.22704504045412
1.7616711169802075,21.432175368075114,81.85810135107906
5.905494541367064,30.243347286900814,97.32982971364933
4.487054122681125,28.436259021366904,92.60447878869238
3.4547365269449757,25.606359551409003,87.61159851381917
9.08342589704636,19.119767984746098,36.58046185221678
-1.318918959363442,17.91404190135556,82.89349707304756
