x,y
0.06782059922718292,22.107224592993592
0.2641524288332353,56.672566123148485
0.011381905175341045,30.585060313857102
0.24755828059207854,32.30958411600997
0.00601785747039899,31.57755704929289
0.0670281333048103,31.67642946256814
0.430017519192618,40.82647082249112
0.012818947932271934,20.793865074256633
0.026491005101057768,13.339025960938745
0.011425551842252909,37.657852996756205
0.18732963022513832,57.67795481776835
0.22767611622690812,39.51758757563079
1.0833048180919174,58.61060597689176
0.005915154537090054,15.470242579660859
0.697695210787436,28.366302104260033
0.006008747958938288,29.63020335304747
0.19253919611391274,39.7229946134727
0.20773652733708864,25.029460437968293
0.15448759258289355,30.187306644408384
0.21979178075307249,28.935375525029844
0.3317595261359804,29.460700115475912
0.1467245613060353,32.528372391860294
0.34364705060127443,41.5768653001202
0.31595358146355157,34.16741740576277
0.35283822478328153,40.13111701657375
0.15097260949635755,35.189887390672865
0.0030146855373177173,18.67738149886517
0.00013519118582932467,26.357491807078386
0.23163878799088475,32.74947620317285
0.32471414599531306,31.067537762471243
0.001140971850535964,23.914167528077698
0.009576805528103662,50.61874337602339
0.4738420753847034,37.77313205817291
1.7464509253393298e-05,26.76294245712497
0.037122917086033054,20.68115612217355
0.10294852104256616,26.71812474478108
5.9673412405882335e-05,21.15127180368723
4.117096361523251e-05,17.502105962597646
0.058854880723688545,21.23940968660599
0.0015136871266891057,38.5084305247517
0.0020223606753851484,31.825840692927184
2.7861965544734537,79.08895091169738
0.22710258852282378,43.9965966868094
0.0002726801049769325,18.726943998037733
0.24988952677640763,29.376865058037858
0.07817299653755572,19.470269993236077
0.7149491545479312,44.351059243188004
0.19359047996609893,29.319199167444463
0.3200160552075857,41.29066462859444
0.09596831412528423,33.64904412899406
0.03746477831766625,27.540548146324095
0.0002885809154058434,20.89441131367538
0.014539626571722624,17.77546031611496
0.07774028168302759,33.055807266283885
0.2342824173872088,15.059415133514296
0.09024647566855401,28.923370750722682
0.5600131464909808,40.17472729512675
0.1091908831736138,21.684692697213748
0.3666753300806922,29.39325283902228
2.3785666206094866,57.05326642065981
0.04183688164982917,36.17378353164739
0.07898750635875965,24.3806240600903
0.291492246104484,24.773577458796055
0.10220590817059719,26.206092459357674
1.9251059716345666,42.64200525499422
0.3253041893836713,20.00608831621831
0.057937595281789836,23.462659022563194
0.003890728212579352,21.994438711913904
0.12583109422802066,37.938727254399126
0.33682893422163496,26.780565871879624
0.6472481425479321,33.52609217176931
0.616440713293091,30.14401015382626
0.0019147621587417174,21.471331600240646
0.004924239288945188,17.252867233999805
0.3589292585860076,27.680430454793395
0.18489475965567073,30.286544417387766
0.1309922861225128,27.128898565719055
0.026685680864390916,22.040483235257227
0.46792318775054376,40.48368340610727
0.11746686399128453,28.62288997595288
0.8291778368556403,43.78383209067473
0.02643560100858352,21.644109876848596
1.3151334437687157,39.23389755878606
0.01504370455314383,19.60664214157094
1.71666086082361,42.09579049939483
0.001329933243636577,34.35218795659342
0.0031081185569278432,21.568855091295585
1.0148285581648553,52.93976736718794
0.2989751130497571,28.354913980205872
0.12812703260795605,42.64639523890553
0.010158469334853941,26.37795342748154
0.5982982852635136,31.749726863046007
0.43654880430290627,31.387815504465784
0.7886235153421776,37.86599915102788
4.782024702245582e-09,14.124077245774355
0.4762019034350253,28.821532289379657
0.04741025242990774,28.62120594489593
0.12053638443590209,25.024711581738202
0.010428143670683898,21.66357405666686
0.006253070834407023,23.07830356189794
8.474998079892163e-06,24.27187653952761
0.017894871607915582,26.790062886356576
0.49591928313225275,37.474446122115395
0.0021970711908060256,19.873252595593385
0.5686106382887564,44.19237483174251
1.4795363944755804e-07,29.329138606155446
0.13971456299584178,21.14221494857008
0.01780170241017128,23.718174183343173
0.0007177631738996805,25.169919810398696
0.42762620382053323,43.428809362236564
0.10874076615647375,21.296790500742915
0.5822939528688347,36.625751755551654
0.10868017590426701,31.793206825633245
0.006576565570184939,34.38140027487601
0.06174986128165231,32.86499377315852
0.0006329332803115474,25.552666838619917
0.011009152038733932,20.95112233555608
0.7091237256207223,48.030821443755016
0.4771798115737401,32.80772920890429
1.3399413342322668,40.365085402011964
0.031206609069154994,12.351503369683405
0.6825919569368472,36.09246205322849
6.43307649148301e-05,18.024712916469717
0.08724602028747391,25.137260227419777
0.0004943212895418928,22.827011064167642
4.679325925061026e-05,22.892835728051537
